"","data","<0","0-11","11-20","20-50","50-100","100-200",">200"
"558","2/9/2015","13.72","1.8",8.7,"33.68","21.72","10.61","9.77"
"559","2/10/2015","13.79","1.65",8.74,"33.37","21.88","10.73","9.85"
"560","2/11/2015","13.75","1.61",8.58,"33.07","22.18","10.92","9.89"
"561","2/12/2015","13.75","1.65",8.31,"32.76","22.64","10.77","10.11"
"562","2/13/2015","13.75","1.61",8.05,"32.53","22.68","11.15","10.23"
"563","2/16/2015","13.72","1.57",7.7,"32.22","23.07","11.46","10.27"
"564","2/17/2015","13.62","1.45",7.73,"32.15","23.04","11.67","10.33"
"565","2/18/2015","13.55","1.45",7.77,"32.43","22.92","11.61","10.28"
"566","2/19/2015","13.55","1.45",7.77,"32.43","22.92","11.61","10.28"
"567","2/20/2015","13.55","1.45",7.77,"32.43","22.92","11.61","10.28"
"568","2/23/2015","13.55","1.45",7.77,"32.43","22.92","11.61","10.28"
"569","2/24/2015","13.55","1.45",7.77,"32.43","22.92","11.61","10.28"
"570","2/25/2015","13.55","1.41",7.88,"32.39","22.92","11.46","10.39"
"571","2/26/2015","13.55","1.29",7.69,"32.19","23.21","11.68","10.39"
"572","2/27/2015","13.5","1.33",7.38,"32.36","23.08","11.9","10.46"
"573","3/2/2015","13.49","1.18",7.18,"31.74","23.49","11.97","10.95"
"574","3/3/2015","13.52","1.44",7.14,"31.79","23.47","11.93","10.71"
"575","3/4/2015","13.48","1.44",6.91,"31.51","23.58","12.11","10.97"
"576","3/5/2015","13.44","1.48",6.8,"31.47","23.54","12.3","10.97"
"577","3/6/2015","13.4","1.48",6.57,"32.27","23.58","11.96","10.74"
"578","3/9/2015","13.4","1.33",6.61,"31.66","23.77","12.22","11.01"
"579","3/10/2015","13.36","1.4",6.26,"31.66","23.61","12.6","11.09"
"580","3/11/2015","13.33","1.4",6.34,"31.7","23.5","12.6","11.12"
"581","3/12/2015","13.25","1.25",6.49,"32","23.46","12.45","11.09"
"582","3/13/2015","13.29","1.25",6.15,"31.55","23.77","12.6","11.39"
"583","3/16/2015","13.25","1.14",5.92,"30.79","24.22","12.68","12"
"584","3/17/2015","13.21","1.1",5.85,"30.52","24.45","12.72","12.15"
"585","3/18/2015","13.21","1.06",5.69,"29.95","24.6","13.02","12.45"
"586","3/19/2015","13.21","1.06",5.43,"29.75","24.78","13.13","12.64"
"587","3/20/2015","13.13","0.98",5.49,"29.63","24.48","13.28","13.02"
"588","3/23/2015","13.14","0.94",5.21,"29.04","24.7","13.6","13.37"
"589","3/24/2015","12.87","0.98",5.21,"28.95","24.42","14.12","13.44"
"590","3/25/2015","12.78","0.98",5.28,"28.35","24.46","14.4","13.76"
"591","3/26/2015","12.73","0.98",5.16,"29.19","24.37","13.94","13.63"
"592","3/27/2015","12.64","0.98",5.15,"28.71","24.83","14","13.69"
"593","3/30/2015","12.53","0.87",4.89,"28.97","24.76","14.11","13.88"
"594","3/31/2015","12.15","0.9",5.04,"28.67","24.04","14.52","14.67"
"595","4/1/2015","12.15","0.87",4.89,"27.77","24.42","14.82","15.09"
"596","4/2/2015","12.04","0.9",4.59,"27.31","24.38","15.27","15.5"
"597","4/3/2015","11.93","0.87",4.48,"26.45","24.98","15.2","16.1"
"598","4/6/2015","11.93","0.87",4.48,"26.45","24.98","15.2","16.1"
"599","4/7/2015","11.89","0.87",4.18,"25.73","25.36","15.69","16.29"
"600","4/8/2015","11.81","0.79",4.14,"26.3","25.55","15.24","16.18"
"601","4/9/2015","11.66","0.79",4.21,"26.56","25.24","15.5","16.03"
"602","4/10/2015","11.59","0.83",3.88,"25.96","25.24","15.99","16.52"
"603","4/13/2015","11.55","0.71",3.69,"25.13","25.7","16.25","16.97"
"604","4/14/2015","11.44","0.71",3.61,"25.51","25.58","16.03","17.12"
"605","4/15/2015","11.32","0.71",4.1,"26.56","25.28","15.31","16.7"
"606","4/16/2015","11.25","0.71",3.84,"26.11","25.4","15.99","16.7"
"607","4/17/2015","11.4","0.64",3.76,"26.19","25.43","15.84","16.74"
"608","4/20/2015","11.36","0.71",4.06,"27.05","25.02","15.27","16.52"
"609","4/21/2015","11.25","0.6",3.95,"25.77","25.06","16.44","16.93"
"610","4/22/2015","11.32","0.6",3.46,"25.21","25.21","17.01","17.19"
"611","4/23/2015","11.51","0.6",3.49,"25.22","24.85","16.98","17.35"
"612","4/24/2015","11.62","0.71",3.59,"25.19","24.66","17","17.23"
"613","4/27/2015","11.62","0.63",3.5,"25.13","25.02","17.05","17.05"
"614","4/28/2015","11.83","0.63",3.83,"26.27","24.75","16.08","16.6"
"615","4/29/2015","11.83","0.6",3.76,"25.15","25.11","16.67","16.89"
"616","4/30/2015","12.54","0.56",3.65,"25.07","25.15","16.63","16.41"
"617","5/1/2015","12.54","0.56",3.65,"25.07","25.15","16.63","16.41"
"618","5/4/2015","12.5","0.6",3.39,"25.07","24.85","17","16.59"
"619","5/5/2015","12.5","0.67",3.72,"25.74","24.89","16.37","16.11"
"620","5/6/2015","12.5","0.71",4.09,"25.41","25.07","16.22","16"
"621","5/7/2015","12.5","0.71",4.32,"26","24.85","15.7","15.92"
"622","5/8/2015","12.5","0.71",3.87,"24.7","25.56","16.03","16.63"
"623","5/11/2015","12.5","0.67",3.5,"23.77","24.93","17.22","17.41"
"624","5/12/2015","12.5","0.71",3.24,"23.07","25.19","17.56","17.75"
"625","5/13/2015","12.5","0.67",3.39,"22.81","25.22","17.26","18.15"
"626","5/14/2015","12.49","0.67",3.34,"22.22","25.46","17.47","18.36"
"627","5/15/2015","12.47","0.71",3.71,"22.23","24.98","17.56","18.34"
"628","5/18/2015","12.42","0.7",3.62,"21.26","25.25","17.97","18.78"
"629","5/19/2015","12.4","0.7",3.25,"20.7","25.31","18.63","19"
"630","5/20/2015","12.39","0.7",3.06,"20.35","25.11","18.69","19.69"
"631","5/21/2015","12.39","0.7",2.77,"19.51","24.93","19.21","20.5"
"632","5/22/2015","12.39","0.55",2.88,"18.73","25.07","19.54","20.83"
"633","5/25/2015","12.39","0.55",2.77,"17.99","24.89","20.28","21.13"
"634","5/26/2015","12.39","0.55",2.58,"17.07","24.19","20.98","22.23"
"635","5/27/2015","12.39","0.55",2.54,"16.67","23.89","21.17","22.79"
"636","5/28/2015","12.35","0.66",2.83,"17.97","24.55","20.03","21.61"
"637","5/29/2015","12.31","0.66",2.89,"17.66","24.84","19.64","21.99"
"638","6/1/2015","12.3","0.55",2.64,"16.69","24.56","20.28","22.99"
"639","6/2/2015","12.3","0.55",2.42,"15.78","24.27","20.86","23.83"
"640","6/3/2015","12.3","0.55",2.34,"15.45","24.49","20.86","24.01"
"641","6/4/2015","12.3","0.55",2.38,"15.78","24.38","21.05","23.57"
"642","6/5/2015","12.3","0.55",2.05,"15.56","24.63","21.01","23.9"
"643","6/8/2015","12.3","0.4",2.09,"15.78","25.44","20.9","23.1"
"644","6/9/2015","12.3","0.44",2.2,"15.12","25.77","20.79","23.39"
"645","6/10/2015","12.3","0.48",2.09,"14.79","25.18","21.16","24.01"
"646","6/11/2015","12.26","0.51",2.15,"14.38","24.56","21.53","24.6"
"647","6/12/2015","12.22","0.47",2.11,"14.26","24.59","21.57","24.77"
"648","6/15/2015","12.2","0.54",1.81,"15.03","25.23","21.09","24.1"
"649","6/16/2015","12.2","0.54",2.07,"15.79","25.55","20.54","23.3"
"650","6/17/2015","12.2","0.51",1.96,"15.35","25.41","20.73","23.85"
"651","6/18/2015","12.2","0.65",2.07,"16.41","25.63","20.11","22.94"
"652","6/19/2015","12.2","0.76",2.69,"17.89","25.55","19.6","21.31"
"653","6/22/2015","12.2","0.76",2.69,"17.89","25.55","19.6","21.31"
"654","6/23/2015","12.2","0.69",2.54,"17.86","25.7","19.75","21.27"
"655","6/24/2015","12.2","0.58",2.47,"16.84","26.03","20.04","21.85"
"656","6/25/2015","12.2","0.65",2.65,"18.22","25.95","19.6","20.73"
"657","6/26/2015","12.2","0.8",3.09,"20.29","26.42","18.29","18.91"
"658","6/29/2015","12.21","0.8",3.41,"22.93","25.98","17.32","17.36"
"659","6/30/2015","12.18","0.65",2.96,"21.91","26.28","18.19","17.82"
"660","7/1/2015","12.04","0.68",4.07,"24.18","25.12","16.94","16.97"
"661","7/2/2015","12.02","0.79",4.79,"26.42","24.23","15.87","15.87"
"662","7/3/2015","12.01","1.01",5.54,"28.09","23.35","15.04","14.96"
"663","7/6/2015","12.01","1.01",5.29,"29.86","23.6","13.99","14.24"
"664","7/7/2015","12.01","1.08",6.8,"31.08","22.55","12.91","13.56"
"665","7/8/2015","12.01","1.44",7.23,"31.94","21.44","12.81","13.13"
"666","7/9/2015","12.01","0.97",6.44,"31.58","22.45","12.88","13.67"
"667","7/10/2015","12.01","0.76",5.5,"30.5","23.45","13.67","14.1"
"668","7/13/2015","12.01","0.61",4.89,"29.1","24.24","14.53","14.6"
"669","7/14/2015","12.01","0.68",4.71,"27.99","24.6","14.82","15.18"
"670","7/15/2015","12.01","0.94",5.25,"28.74","24.21","14.32","14.53"
"671","7/16/2015","12.01","0.86",5.11,"28.56","24.28","14.53","14.64"
"672","7/17/2015","12.01","0.79",4.78,"26.91","24.71","15.5","15.29"
"673","7/20/2015","12.01","0.79",4.68,"26.29","24.71","15.72","15.79"
"674","7/21/2015","12.01","0.79",4.42,"25.43","25.18","15.97","16.19"
"675","7/22/2015","12.01","0.76",4.42,"24.93","24.96","16.58","16.33"
"676","7/23/2015","12.01","0.72",4.35,"23.45","25.47","17.27","16.73"
"677","7/24/2015","12.01","0.72",4.35,"23.85","25.4","17.01","16.65"
"678","7/27/2015","12.01","1.12",4.82,"26.19","24.21","15.79","15.86"
"679","7/28/2015","12.05","1.04",5.14,"27.45","24.17","14.89","15.25"
"680","7/29/2015","12.19","0.97",4.6,"26.01","24.53","16.12","15.58"
"681","7/30/2015","12.19","1.08",4.89,"26.47","24.78","15.32","15.25"
"682","7/31/2015","12.34","1.12",4.93,"26.94","24.82","15.07","14.78"
"683","8/3/2015","12.34","1.04",5.14,"27.88","25.72","13.88","13.99"
"684","8/4/2015","12.3","0.9",4.68,"26.58","25.68","15.07","14.78"
"685","8/5/2015","12.45","1.01",4.68,"26.4","25.65","15.22","14.6"
"686","8/6/2015","12.45","1.12",4.82,"26.4","25.58","15","14.64"
"687","8/7/2015","12.48","1.08",4.46,"25.4","25.72","15.83","15.04"
"688","8/10/2015","12.63","0.86",4.24,"23.92","25.79","16.76","15.79"
"689","8/11/2015","12.63","0.86",4.21,"23.49","26.12","16.58","16.12"
"690","8/12/2015","12.7","0.9",4.42,"23.96","26.08","16.37","15.58"
"691","8/13/2015","12.7","0.83",4.14,"23.17","26.37","16.69","16.12"
"692","8/14/2015","12.73","0.83",3.96,"23.2","26.4","16.76","16.12"
"693","8/17/2015","12.73","0.83",3.81,"22.84","26.65","16.8","16.33"
"694","8/18/2015","12.88","1.12",4.46,"25.25","25.14","15.83","15.32"
"695","8/19/2015","12.95","1.08",4.35,"24.32","25.61","15.94","15.76"
"696","8/20/2015","13.35","1.08",4.6,"25.22","25.07","15.47","15.22"
"697","8/21/2015","13.38","1.29",5.25,"26.65","24.6","14.5","14.32"
"698","8/24/2015","13.56","1.76",6.01,"28.63","23.53","13.13","13.38"
"699","8/25/2015","13.99","2.16",7.41,"30.22","21.98","11.87","12.37"
"700","8/26/2015","14.6","2.3",7.77,"30.9","21.94","11.22","11.26"
