"ID","DATE","MODEL","KRNAME","PRICE","CONTRANT","AGENCY","GUARANTEE","CHANGES","CONDITIONS","COMPONENT","SRC","SOLD"
"17000004","2017-05-17"," SM-T375S ","갤럭시 탭E","200000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 남음 ","확정기변","미사용","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6272.jpg","판매가 완료된 상품 입니다."
"17000014","2017-05-17"," SM-G710K ","갤럭시 그랜드2","20000","요금할인약정 가능","KT (마이크로유심) ","무상 보증기간 만료 ","확정기변","하(번인/잔상/파손)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5765.jpg","판매가 완료된 상품 입니다."
"17000015","2017-05-17"," A1784 128GB ","아이폰7플러스","800000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6427.jpg","N/A"
"17000017","2017-05-17","  ","","100000","모름","","무상 보증기간 남음 ","N/A","미사용","구성품 일부 누락","N/A","판매가 완료된 상품 입니다."
"17000022","2017-05-17"," SM-G925S 64GB ","갤럭시 S6 엣지","260000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6049.jpg","판매가 완료된 상품 입니다."
"17000030","2017-05-17"," A1778 32GB ","아이폰7","530000","모름","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6274.jpg","N/A"
"17000032","2017-05-17"," SM-G150NK ","갤럭시 폴더","69000","요금할인약정 가능","KT (마이크로유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6123.jpg","N/A"
"17000037","2017-05-17"," A1784 128GB ","아이폰7플러스","749900","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6427.jpg","N/A"
"17000041","2017-05-17"," SHC-Z140S ","와이즈모던","70000","요금할인약정 불가","SKT","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/4885.jpg","판매가 완료된 상품 입니다."
"17000059","2017-05-17"," SM-G920S 64GB ","갤럭시 S6","192000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6041.jpg","N/A"
"17000067","2017-05-17"," A1778 32GB ","아이폰7","539900","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6274.jpg","N/A"
"17000072","2017-05-17"," SCH-S510 ","에나멜","35000","요금할인약정 불가","SKT","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/4506.jpg","판매가 완료된 상품 입니다."
"17000077","2017-05-17"," SM-G930S 32GB ","갤럭시 S7","300000","모름","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6269.jpg","판매가 완료된 상품 입니다."
"17000081","2017-05-17"," SM-A510S ","갤럭시A5 2016","145000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6235.jpg","판매가 완료된 상품 입니다."
"17000086","2017-05-17"," A1586 16GB ","아이폰6","50000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","하(번인/잔상/파손)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5900.jpg","N/A"
"17000107","2017-05-17"," SM-G935S 32GB ","갤럭시 S7 엣지","450000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6280.jpg","N/A"
"17000114","2017-05-17"," SM-G935S 64GB ","갤럭시 S7 엣지","420000","모름","SKT (나노유심) ","미확인 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6292.jpg","N/A"
"17000121","2017-05-17"," SM-N920S 32GB ","갤럭시노트5","290000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 남음 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6124.jpg","N/A"
"17000125","2017-05-17"," A1688 64GB ","아이폰6s","379900","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6181.jpg","N/A"
"17000131","2017-05-17"," SHW-M110S ","갤럭시 S","9900","요금할인약정 가능","SKT","무상 보증기간 만료 ","확정기변","하(번인/잔상/파손)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/4785.jpg","판매가 완료된 상품 입니다."
"17000136","2017-05-17"," SHW-M570S ","갤럭시 코어 어드밴스","19000","요금할인약정 가능","SKT (마이크로유심) ","무상 보증기간 만료 ","확정기변","하(번인/잔상/파손)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5712.jpg","판매가 완료된 상품 입니다."
"17000141","2017-05-17"," SM-G920S 64GB ","갤럭시 S6","140000","모름","SKT (나노유심) ","무상 보증기간 만료 ","유심기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6041.jpg","N/A"
"17000142","2017-05-17"," SM-G935S 32GB ","갤럭시 S7 엣지","440000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6280.jpg","N/A"
"17000143","2017-05-17"," LG-F650S ","X스크린","80000","요금할인약정 가능","SKT","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6276.jpg","판매가 완료된 상품 입니다."
"17000144","2017-05-17"," A1784 128GB ","아이폰7플러스","860000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6427.jpg","N/A"
"17000145","2017-05-17"," SM-G930K 32GB ","갤럭시 S7","300000","모름","KT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6288.jpg","판매가 완료된 상품 입니다."
"17000146","2017-05-17"," SM-G930K 32GB ","갤럭시 S7","250000","요금할인약정 가능","KT (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6288.jpg","판매가 완료된 상품 입니다."
"17000149","2017-05-17"," SM-T255s ","갤럭시W","140000","요금할인약정 가능","SKT","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5821.jpg","판매가 완료된 상품 입니다."
"17000166","2017-05-17"," A1784 128GB ","아이폰7플러스","880000","모름","SKT | KT | LG U+ (나노유심) ","미확인 ","N/A","미사용","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6427.jpg","N/A"
"17000172","2017-05-17"," SM-G935K 64GB ","갤럭시 S7 엣지","400000","모름","KT (나노유심) ","무상 보증기간 남음 ","유심기변","미사용","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6294.jpg","판매가 완료된 상품 입니다."
"17000174","2017-05-17"," SM-N920K 64GB ","갤럭시 노트5","300000","요금할인약정 가능","KT (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6149.jpg","판매가 완료된 상품 입니다."
"17000180","2017-05-17"," A1784 32GB ","아이폰7플러스","650000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6426.jpg","N/A"
"17000182","2017-05-17"," SM-G920S 64GB ","갤럭시 S6","140000","모름","SKT (나노유심) ","무상 보증기간 만료 ","유심기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6041.jpg","N/A"
"17000183","2017-05-17"," LG-F700L ","엘지G5","160000","요금할인약정 가능","LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6346.jpg","판매가 완료된 상품 입니다."
"17000187","2017-05-17"," SM-N920L 32GB ","갤럭시 노트5","300000","요금할인약정 가능","LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6151.jpg","N/A"
"17000189","2017-05-17"," SM-G920K 32GB ","갤럭시 S6","180000","요금할인약정 가능","KT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6029.jpg","N/A"
"17000198","2017-05-17"," SHV-E210K 32GB ","갤럭시 S3 LTE","40000","요금할인약정 가능","KT (마이크로유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5313.jpg","판매가 완료된 상품 입니다."
"17000203","2017-05-17"," SM-A310N0 ","갤럭시A3 2016","170000","요금할인약정 불가","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6234.jpg","N/A"
"17000211","2017-05-17"," A1784 128GB ","아이폰7플러스","800000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6427.jpg","N/A"
"17000212","2017-05-17"," SM-N920L 32GB ","갤럭시 노트5","139000","요금할인약정 가능","LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6151.jpg","판매가 완료된 상품 입니다."
"17000230","2017-05-17"," SM-G610L ","갤럭시온7 2016","199900","요금할인약정 불가","LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","미사용","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6476.jpg","판매가 완료된 상품 입니다."
"17000231","2017-05-17"," LG-F700S ","엘지G5","165000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6270.jpg","N/A"
"17000241","2017-05-17"," SM-N900K 32GB ","갤럭시 노트3","140000","모름","KT (마이크로유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6310.jpg","N/A"
"17000246","2017-05-17"," SM-G920S 32GB ","갤럭시 S6","140000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6028.jpg","판매가 완료된 상품 입니다."
"17000247","2017-05-17"," SM-G935S 32GB ","갤럭시 S7 엣지","369000","요금할인약정 불가","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6280.jpg","N/A"
"17000252","2017-05-17"," SM-N920L 32GB ","갤럭시 노트5","220000","요금할인약정 가능","LG U+ (나노유심) ","미확인 ","확정기변","하(번인/잔상/파손)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6151.jpg","N/A"
"17000258","2017-05-17"," LGM-G600K ","G6 64GB","390000","요금할인약정 불가","KT (나노유심) ","무상 보증기간 남음 ","유심기변","하(번인/잔상/파손)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6522.jpg","판매가 완료된 상품 입니다."
"17000265","2017-05-17"," SM-G950N ","갤럭시S8","746000","요금할인약정 불가","SKT (나노유심) ","무상 보증기간 남음 ","유심기변","미사용","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6512.jpg","판매가 완료된 상품 입니다."
"17000276","2017-05-17"," CAM-L32 ","H폰","75000","모름","LG U+ (마이크로유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6472.jpg","N/A"
"17000277","2017-05-17"," A1778 128GB ","아이폰7","700000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6425.jpg","N/A"
"17000281","2017-05-17"," SM-G955N 64GB ","갤럭시S8+","850000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 남음 ","확정기변","미사용","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6515.jpg","판매가 완료된 상품 입니다."
"17000286","2017-05-17"," SM-J510L ","갤럭시J5 2016","105000","요금할인약정 가능","LG U+ (마이크로유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6374.jpg","판매가 완료된 상품 입니다."
"17000293","2017-05-17"," CA-201L ","카시오 지즈원","350000","모름","LG U+","미확인 ","확정기변","미사용","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5368.jpg","N/A"
"17000294","2017-05-17"," SM-G925L 32GB ","갤럭시 S6 엣지","130000","요금할인약정 가능","LG U+ (나노유심) ","무상 보증기간 만료 ","N/A","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6040.jpg","판매가 완료된 상품 입니다."
"17000297","2017-05-17"," SM-G920L 32GB ","갤럭시 S6","120000","요금할인약정 가능","LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6030.jpg","판매가 완료된 상품 입니다."
"17000300","2017-05-17"," SM-G710S ","갤럭시 그랜드2","60000","요금할인약정 가능","SKT (마이크로유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5724.jpg","N/A"
"17000306","2017-05-17"," A1586 16GB ","아이폰6","160000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5900.jpg","판매가 완료된 상품 입니다."
"17000319","2017-05-17"," IM-A910K ","베가 아이언 2","50000","요금할인약정 가능","KT","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5791.jpg","N/A"
"17000321","2017-05-17"," SM-N920S 64GB ","갤럭시 노트5","290000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6146.jpg","판매가 완료된 상품 입니다."
"17000322","2017-05-17"," SM-N910S ","갤럭시 노트 4","160000","요금할인약정 가능","SKT (마이크로유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5884.jpg","판매가 완료된 상품 입니다."
"17000323","2017-05-17"," A1584 32GB ","아이패드 프로","900000","요금할인약정 가능"," (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6187.jpg","N/A"
"17000364","2017-05-17"," SHV-E160S 16GB ","갤럭시 노트","30000","요금할인약정 가능","SKT","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5177.jpg","판매가 완료된 상품 입니다."
"17000367","2017-05-17"," SM-G920K 32GB ","갤럭시 S6","180000","요금할인약정 가능","KT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6029.jpg","N/A"
"17000369","2017-05-17"," SHC-Z100S ","와이즈 클래식","95000","요금할인약정 가능","SKT","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/4896.jpg","N/A"
"17000375","2017-05-17"," SHC-Z140S ","와이즈모던","73000","요금할인약정 가능","SKT","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/4885.jpg","판매가 완료된 상품 입니다."
"17000385","2017-05-17"," A1778 128GB ","아이폰7","600000","요금할인약정 불가","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6425.jpg","판매가 완료된 상품 입니다."
"17000391","2017-05-17"," SM-N916SL ","갤럭시 노트4S-LTE","127000","요금할인약정 불가","LG U+ (마이크로유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6017.jpg","N/A"
"17000392","2017-05-17"," SM-N920K 64GB ","갤럭시 노트5","335000","요금할인약정 가능","KT (나노유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6149.jpg","N/A"
"17000395","2017-05-17"," SM-N916S ","갤럭시 노트4 S-LTE","170000","요금할인약정 가능","SKT (마이크로유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6015.jpg","N/A"
"17000397","2017-05-17"," A1586 16GB ","아이폰6","150000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","하(번인/잔상/파손)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5900.jpg","N/A"
"17000399","2017-05-17"," LG-F350L ","LG 지프로2","80000","요금할인약정 가능","LG U+ (마이크로유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5718.jpg","판매가 완료된 상품 입니다."
"17000400","2017-05-17"," A1784 128GB ","아이폰7플러스","840000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6427.jpg","N/A"
"17000401","2017-05-17"," A1586 16GB ","아이폰6","170000","모름","SKT | KT | LG U+ (나노유심) ","미확인 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5900.jpg","판매가 완료된 상품 입니다."
"17000405","2017-05-17"," LG-F410S ","G3A","64000","요금할인약정 가능","SKT (마이크로유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5861.jpg","N/A"
"17000413","2017-05-17"," LG-F500L ","엘지 G4","95000","요금할인약정 가능","LG U+ (마이크로유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6033.jpg","N/A"
"17000450","2017-05-17"," SM-G935S 32GB ","갤럭시 S7 엣지","420000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6280.jpg","판매가 완료된 상품 입니다."
"17000453","2017-05-17"," LG-F670S ","엘지 K10","90000","모름","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6257.jpg","N/A"
"17000462","2017-05-17"," IM-A870S ","베가 아이언","80000","요금할인약정 가능","SKT (마이크로유심) ","무상 보증기간 만료 ","확정기변","미사용","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/5380.jpg","판매가 완료된 상품 입니다."
"17000471","2017-05-17"," SHV-E330L 32GB ","갤럭시 S4 LTE-A","44000","요금할인약정 가능","LG U+ (마이크로유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5450.jpg","판매가 완료된 상품 입니다."
"17000474","2017-05-17"," SM-G930L 32GB ","갤럭시 S7","310000","요금할인약정 가능","LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6290.jpg","판매가 완료된 상품 입니다."
"17000481","2017-05-17"," LG-T480S ","와인스마트3G","65000","요금할인약정 가능","SKT (마이크로유심) ","무상 보증기간 남음 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6112.jpg","N/A"
"17000484","2017-05-17"," SM-G930L 32GB ","갤럭시 S7","310000","요금할인약정 가능","LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6290.jpg","판매가 완료된 상품 입니다."
"17000495","2017-05-17"," SM-G925L 32GB ","갤럭시 S6 엣지","320000","요금할인약정 가능","LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6040.jpg","N/A"
"17000498","2017-05-17"," A1687 32GB ","아이폰6s 플러스","450000","모름","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6462.jpg","N/A"
"17000512","2017-05-17"," LGM-G600L ","G6 64GB","500000","요금할인약정 가능","LG U+ (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6523.jpg","판매가 완료된 상품 입니다."
"17000517","2017-05-17"," SM-J710K ","갤럭시J7 2016","180000","요금할인약정 가능","KT (마이크로유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6371.jpg","N/A"
"17000518","2017-05-17"," SM-N900S 32GB ","갤럭시 노트3","60000","요금할인약정 가능","SKT (마이크로유심) ","무상 보증기간 만료 ","확정기변","하(번인/잔상/파손)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6308.jpg","N/A"
"17000522","2017-05-17"," A1688 64GB ","아이폰6s","320000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","미확인 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6181.jpg","판매가 완료된 상품 입니다."
"17000523","2017-05-17"," SM-G900K ","갤럭시 S5","130000","모름","KT (마이크로유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5774.jpg","N/A"
"17000527","2017-05-17"," SHV-E250S 32GB ","갤럭시 노트2","86000","요금할인약정 가능","SKT (마이크로유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5268.jpg","N/A"
"17000529","2017-05-17"," SM-A810S ","갤럭시A8 2016","270000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 남음 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6453.jpg","N/A"
"17000538","2017-05-17"," A1524 64GB ","아이폰6 플러스","340000","요금할인약정 가능","SKT | KT | LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","하(번인/잔상/파손)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5894.jpg","N/A"
"17000546","2017-05-17"," SHV-E300K ","갤럭시 S4","80000","요금할인약정 가능","KT","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5381.jpg","N/A"
"17000550","2017-05-17"," SM-G920S 32GB ","갤럭시 S6","170000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6028.jpg","N/A"
"17000552","2017-05-17"," A1530 32GB ","아이폰5S","100000","요금할인약정 가능","SKT | KT (나노유심) ","무상 보증기간 만료 ","확정기변","하(번인/잔상/파손)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5494.jpg","N/A"
"17000553","2017-05-17"," A1778 128GB ","아이폰7","630000","모름","SKT | KT | LG U+ (나노유심) ","무상 보증기간 남음 ","N/A","미사용","박스 및 모든 구성품 포함","http://image2.cetizen.com/review/thumb220/6425.jpg","N/A"
"17000557","2017-05-17"," SM-G920K 32GB ","갤럭시 S6","140000","요금할인약정 가능","KT (나노유심) ","미확인 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6029.jpg","판매가 완료된 상품 입니다."
"17000560","2017-05-17"," SHV-E250S 32GB ","갤럭시 노트2","73700","요금할인약정 가능","SKT (마이크로유심) ","미확인 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5268.jpg","N/A"
"17000564","2017-05-17"," LG-F700L ","엘지G5","200000","요금할인약정 가능","LG U+ (나노유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6346.jpg","N/A"
"17000571","2017-05-17"," SHW-M250L ","갤럭시S 2","35000","요금할인약정 가능","LG U+","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5016.jpg","판매가 완료된 상품 입니다."
"17000577","2017-05-17"," LG-F460K ","엘지 G3 Cat.6","60000","요금할인약정 가능","KT (마이크로유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/5853.jpg","판매가 완료된 상품 입니다."
"17000586","2017-05-17"," SM-G925K 32GB ","갤럭시 S6 엣지","216000","요금할인약정 가능","KT (나노유심) ","무상 보증기간 만료 ","확정기변","중 (생활흠집 외 양호)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6039.jpg","판매가 완료된 상품 입니다."
"17000587","2017-05-17","  ","","50000","모름","","무상 보증기간 남음 ","N/A","미사용","박스 및 모든 구성품 포함","N/A","N/A"
"17000593","2017-05-17"," SM-G920S 32GB ","갤럭시 S6","179000","요금할인약정 가능","SKT (나노유심) ","무상 보증기간 만료 ","확정기변","상(새제품 수준/무흠집)","구성품 일부 누락","http://image2.cetizen.com/review/thumb220/6028.jpg","N/A"
